	0.600000	5940	1461		4479		0.76 		# 2010-12-30 22:27:39 resultFile [INFO] 
	0.610000	6039	1510		4529		0.77 		# 2010-12-30 22:27:39 resultFile [INFO] 
	0.620000	6138	1562		4576		0.77 		# 2010-12-30 22:27:39 resultFile [INFO] 
	0.630000	6237	1613		4624		0.77 		# 2010-12-30 22:27:39 resultFile [INFO] 
	0.640000	6336	1665		4671		0.78 		# 2010-12-30 22:27:39 resultFile [INFO] 
	0.650000	6435	1720		4715		0.78 		# 2010-12-30 22:27:39 resultFile [INFO] 
	0.660000	6534	1774		4760		0.79 		# 2010-12-30 22:27:39 resultFile [INFO] 
	0.670000	6633	1829		4804		0.80 		# 2010-12-30 22:27:39 resultFile [INFO] 
	0.680000	6732	1887		4845		0.80 		# 2010-12-30 22:27:39 resultFile [INFO] 
	0.690000	6831	1944		4887		0.81 		# 2010-12-30 22:27:39 resultFile [INFO] 
	0.700000	6930	2002		4928		0.82 		# 2010-12-30 22:27:39 resultFile [INFO] 
	0.710000	7029	2063		4966		0.82 		# 2010-12-30 22:27:39 resultFile [INFO] 
	0.720000	7128	2123		5005		0.83 		# 2010-12-30 22:27:39 resultFile [INFO] 
	0.730000	7227	2184		5043		0.84 		# 2010-12-30 22:27:39 resultFile [INFO] 
	0.740000	7326	2248		5078		0.84 		# 2010-12-30 22:27:39 resultFile [INFO] 
	0.750000	7425	2311		5114		0.85 		# 2010-12-30 22:27:39 resultFile [INFO] 
	0.760000	7524	2375		5149		0.85 		# 2010-12-30 22:27:40 resultFile [INFO] 
	0.770000	7623	2441		5182		0.85 		# 2010-12-30 22:27:40 resultFile [INFO] 
	0.780000	7722	2507		5215		0.86 		# 2010-12-30 22:27:40 resultFile [INFO] 
	0.790000	7821	2576		5245		0.87 		# 2010-12-30 22:27:40 resultFile [INFO] 
	0.800000	7920	2646		5274		0.88 		# 2010-12-30 22:27:40 resultFile [INFO] 
	0.810000	8019	2718		5301		0.88 		# 2010-12-30 22:27:40 resultFile [INFO] 
	0.820000	8118	2789		5329		0.89 		# 2010-12-30 22:27:40 resultFile [INFO] 
	0.830000	8217	2860		5357		0.89 		# 2010-12-30 22:27:40 resultFile [INFO] 
	0.840000	8316	2931		5385		0.89 		# 2010-12-30 22:27:40 resultFile [INFO] 
	0.850000	8415	3003		5412		0.88 		# 2010-12-30 22:27:40 resultFile [INFO] 
	0.860000	8514	3076		5438		0.89 		# 2010-12-30 22:27:40 resultFile [INFO] 
	0.870000	8613	3151		5462		0.90 		# 2010-12-30 22:27:40 resultFile [INFO] 
	0.880000	8712	3227		5485		0.90 		# 2010-12-30 22:27:40 resultFile [INFO] 
	0.890000	8811	3304		5507		0.90 		# 2010-12-30 22:27:40 resultFile [INFO] 
	0.900000	8910	3381		5529		0.90 		# 2010-12-30 22:27:40 resultFile [INFO] 
	0.910000	9009	3458		5551		0.90 		# 2010-12-30 22:27:40 resultFile [INFO] 
	0.920000	9108	3535		5573		0.90 		# 2010-12-30 22:27:40 resultFile [INFO] 
	0.930000	9207	3611		5596		0.90 		# 2010-12-30 22:27:41 resultFile [INFO] 
	0.940000	9306	3687		5619		0.91 		# 2010-12-30 22:27:41 resultFile [INFO] 
	0.950000	9405	3764		5641		0.91 		# 2010-12-30 22:27:41 resultFile [INFO] 
	0.960000	9504	3840		5664		0.92 		# 2010-12-30 22:27:41 resultFile [INFO] 
	0.970000	9603	3916		5687		0.92 		# 2010-12-30 22:27:41 resultFile [INFO] 
	0.980000	9702	3992		5710		0.92 		# 2010-12-30 22:27:41 resultFile [INFO] 
	0.990000	9801	4069		5732		0.92 		# 2010-12-30 22:27:41 resultFile [INFO] 
	1.000000	9900	4147		5753		0.93 		# 2010-12-30 22:27:41 resultFile [INFO] 
	1	9900	4147		5753		0.93 		# 2010-12-30 22:27:41 resultFile [INFO] 
	1.010000	9999	4226		5773		0.93 		# 2010-12-30 22:27:41 resultFile [INFO] 
	1.020000	10098	4306		5792		0.93 		# 2010-12-30 22:27:41 resultFile [INFO] 
	1.030000	10197	4385		5812		0.94 		# 2010-12-30 22:27:41 resultFile [INFO] 
	1.040000	10296	4465		5831		0.94 		# 2010-12-30 22:27:41 resultFile [INFO] 
	1.050000	10395	4544		5851		0.94 		# 2010-12-30 22:27:41 resultFile [INFO] 
	1.060000	10494	4624		5870		0.94 		# 2010-12-30 22:27:41 resultFile [INFO] 
	1.070000	10593	4705		5888		0.94 		# 2010-12-30 22:27:41 resultFile [INFO] 
	1.080000	10692	4787		5905		0.95 		# 2010-12-30 22:27:41 resultFile [INFO] 
	1.090000	10791	4870		5921		0.95 		# 2010-12-30 22:27:42 resultFile [INFO] 
	1.100000	10890	4952		5938		0.95 		# 2010-12-30 22:27:42 resultFile [INFO] 
	1.110000	10989	5034		5955		0.95 		# 2010-12-30 22:27:42 resultFile [INFO] 
	1.120000	11088	5115		5973		0.95 		# 2010-12-30 22:27:42 resultFile [INFO] 
	1.130000	11187	5196		5991		0.95 		# 2010-12-30 22:27:42 resultFile [INFO] 
	1.140000	11286	5277		6009		0.95 		# 2010-12-30 22:27:42 resultFile [INFO] 
	1.150000	11385	5358		6027		0.95 		# 2010-12-30 22:27:42 resultFile [INFO] 
	1.160000	11484	5439		6045		0.95 		# 2010-12-30 22:27:42 resultFile [INFO] 
	1.170000	11583	5520		6063		0.94 		# 2010-12-30 22:27:42 resultFile [INFO] 
	1.180000	11682	5601		6081		0.94 		# 2010-12-30 22:27:42 resultFile [INFO] 
	1.190000	11781	5682		6099		0.94 		# 2010-12-30 22:27:42 resultFile [INFO] 
	1.200000	11880	5763		6117		0.94 		# 2010-12-30 22:27:42 resultFile [INFO] 
	1.210000	11979	5844		6135		0.94 		# 2010-12-30 22:27:42 resultFile [INFO] 
	1.220000	12078	5925		6153		0.94 		# 2010-12-30 22:27:42 resultFile [INFO] 
	1.230000	12177	6006		6171		0.94 		# 2010-12-30 22:27:42 resultFile [INFO] 
	1.240000	12276	6087		6189		0.94 		# 2010-12-30 22:27:42 resultFile [INFO] 
	1.250000	12375	6168		6207		0.94 		# 2010-12-30 22:27:42 resultFile [INFO] 
	1.260000	12474	6249		6225		0.94 		# 2010-12-30 22:27:42 resultFile [INFO] 
	1.270000	12573	6330		6243		0.94 		# 2010-12-30 22:27:42 resultFile [INFO] 
	1.280000	12672	6411		6261		0.94 		# 2010-12-30 22:27:43 resultFile [INFO] 
	1.290000	12771	6492		6279		0.94 		# 2010-12-30 22:27:43 resultFile [INFO] 
	1.300000	12870	6573		6297		0.94 		# 2010-12-30 22:27:43 resultFile [INFO] 
	1.310000	12969	6654		6315		0.94 		# 2010-12-30 22:27:43 resultFile [INFO] 
	1.320000	13068	6735		6333		0.94 		# 2010-12-30 22:27:43 resultFile [INFO] 
	1.330000	13167	6816		6351		0.94 		# 2010-12-30 22:27:43 resultFile [INFO] 
	1.340000	13266	6897		6369		0.94 		# 2010-12-30 22:27:43 resultFile [INFO] 
	1.350000	13365	6978		6387		0.94 		# 2010-12-30 22:27:43 resultFile [INFO] 
	1.360000	13464	7059		6405		0.94 		# 2010-12-30 22:27:43 resultFile [INFO] 
	1.370000	13563	7140		6423		0.94 		# 2010-12-30 22:27:43 resultFile [INFO] 
	1.380000	13662	7221		6441		0.94 		# 2010-12-30 22:27:43 resultFile [INFO] 
	1.390000	13761	7302		6459		0.94 		# 2010-12-30 22:27:43 resultFile [INFO] 
	1.400000	13860	7383		6477		0.94 		# 2010-12-30 22:27:43 resultFile [INFO] 
	1.410000	13959	7464		6495		0.94 		# 2010-12-30 22:27:43 resultFile [INFO] 
	1.420000	14058	7545		6513		0.94 		# 2010-12-30 22:27:43 resultFile [INFO] 
	1.430000	14157	7626		6531		0.94 		# 2010-12-30 22:27:43 resultFile [INFO] 
	1.440000	14256	7707		6549		0.94 		# 2010-12-30 22:27:43 resultFile [INFO] 
	1.450000	14355	7788		6567		0.94 		# 2010-12-30 22:27:44 resultFile [INFO] 
	1.460000	14454	7869		6585		0.94 		# 2010-12-30 22:27:44 resultFile [INFO] 
	1.470000	14553	7950		6603		0.94 		# 2010-12-30 22:27:44 resultFile [INFO] 
	1.480000	14652	8031		6621		0.94 		# 2010-12-30 22:27:44 resultFile [INFO] 
	1.490000	14751	8112		6639		0.94 		# 2010-12-30 22:27:44 resultFile [INFO] 
	1.500000	14850	8193		6657		0.94 		# 2010-12-30 22:27:44 resultFile [INFO] 
	1.510000	14949	8274		6675		0.94 		# 2010-12-30 22:27:44 resultFile [INFO] 
	1.520000	15048	8355		6693		0.94 		# 2010-12-30 22:27:44 resultFile [INFO] 
	1.530000	15147	8436		6711		0.94 		# 2010-12-30 22:27:44 resultFile [INFO] 
	1.540000	15246	8517		6729		0.94 		# 2010-12-30 22:27:44 resultFile [INFO] 
	1.550000	15345	8598		6747		0.94 		# 2010-12-30 22:27:44 resultFile [INFO] 
	1.560000	15444	8679		6765		0.94 		# 2010-12-30 22:27:44 resultFile [INFO] 
	1.570000	15543	8760		6783		0.94 		# 2010-12-30 22:27:44 resultFile [INFO] 
	1.580000	15642	8841		6801		0.94 		# 2010-12-30 22:27:44 resultFile [INFO] 
	1.590000	15741	8922		6819		0.94 		# 2010-12-30 22:27:44 resultFile [INFO] 
	1.600000	15840	9003		6837		0.94 		# 2010-12-30 22:27:44 resultFile [INFO] 
	1.610000	15939	9084		6855		0.94 		# 2010-12-30 22:27:45 resultFile [INFO] 
	1.620000	16038	9165		6873		0.94 		# 2010-12-30 22:27:45 resultFile [INFO] 
	1.630000	16137	9246		6891		0.94 		# 2010-12-30 22:27:45 resultFile [INFO] 
	1.640000	16236	9327		6909		0.94 		# 2010-12-30 22:27:45 resultFile [INFO] 
	1.650000	16335	9408		6927		0.94 		# 2010-12-30 22:27:45 resultFile [INFO] 
	1.660000	16434	9489		6945		0.94 		# 2010-12-30 22:27:45 resultFile [INFO] 
	1.670000	16533	9570		6963		0.94 		# 2010-12-30 22:27:45 resultFile [INFO] 
	1.680000	16632	9651		6981		0.94 		# 2010-12-30 22:27:45 resultFile [INFO] 
	1.690000	16731	9732		6999		0.94 		# 2010-12-30 22:27:45 resultFile [INFO] 
	1.700000	16830	9813		7017		0.94 		# 2010-12-30 22:27:45 resultFile [INFO] 
	1.710000	16929	9894		7035		0.94 		# 2010-12-30 22:27:45 resultFile [INFO] 
	1.720000	17028	9975		7053		0.94 		# 2010-12-30 22:27:45 resultFile [INFO] 
	1.730000	17127	10056		7071		0.94 		# 2010-12-30 22:27:45 resultFile [INFO] 
	1.740000	17226	10137		7089		0.94 		# 2010-12-30 22:27:45 resultFile [INFO] 
	1.750000	17325	10218		7107		0.94 		# 2010-12-30 22:27:45 resultFile [INFO] 
	1.760000	17424	10299		7125		0.94 		# 2010-12-30 22:27:45 resultFile [INFO] 
	1.770000	17523	10380		7143		0.94 		# 2010-12-30 22:27:45 resultFile [INFO] 
	1.780000	17622	10461		7161		0.94 		# 2010-12-30 22:27:46 resultFile [INFO] 
	1.790000	17721	10542		7179		0.94 		# 2010-12-30 22:27:46 resultFile [INFO] 
	1.800000	17820	10623		7197		0.94 		# 2010-12-30 22:27:46 resultFile [INFO] 
	1.810000	17919	10704		7215		0.94 		# 2010-12-30 22:27:46 resultFile [INFO] 
	1.820000	18018	10785		7233		0.94 		# 2010-12-30 22:27:46 resultFile [INFO] 
	1.830000	18117	10866		7251		0.94 		# 2010-12-30 22:27:46 resultFile [INFO] 
	1.840000	18216	10947		7269		0.94 		# 2010-12-30 22:27:46 resultFile [INFO] 
	1.850000	18315	11028		7287		0.94 		# 2010-12-30 22:27:46 resultFile [INFO] 
	1.860000	18414	11110		7304		0.94 		# 2010-12-30 22:27:46 resultFile [INFO] 
	1.870000	18513	11193		7320		0.94 		# 2010-12-30 22:27:46 resultFile [INFO] 
	1.880000	18612	11277		7335		0.94 		# 2010-12-30 22:27:46 resultFile [INFO] 
	1.890000	18711	11361		7350		0.94 		# 2010-12-30 22:27:46 resultFile [INFO] 
	1.900000	18810	11442		7368		0.94 		# 2010-12-30 22:27:46 resultFile [INFO] 
	1.910000	18909	11523		7386		0.93 		# 2010-12-30 22:27:46 resultFile [INFO] 
	1.920000	19008	11605		7403		0.94 		# 2010-12-30 22:27:46 resultFile [INFO] 
	1.930000	19107	11687		7420		0.94 		# 2010-12-30 22:27:46 resultFile [INFO] 
	1.940000	19206	11770		7436		0.94 		# 2010-12-30 22:27:46 resultFile [INFO] 
	1.950000	19305	11854		7451		0.95 		# 2010-12-30 22:27:46 resultFile [INFO] 
	1.960000	19404	11938		7466		0.95 		# 2010-12-30 22:27:47 resultFile [INFO] 
	1.970000	19503	12021		7482		0.94 		# 2010-12-30 22:27:47 resultFile [INFO] 
	1.980000	19602	12105		7497		0.93 		# 2010-12-30 22:27:47 resultFile [INFO] 
	1.990000	19701	12189		7512		0.93 		# 2010-12-30 22:27:47 resultFile [INFO] 
	2.000000	19800	12273		7527		0.94 		# 2010-12-30 22:27:47 resultFile [INFO] 
	2	19800	12273		7527		0.94 		# 2010-12-30 22:27:47 resultFile [INFO] 
	2.010000	19899	12357		7542		0.94 		# 2010-12-30 22:27:47 resultFile [INFO] 
	2.020000	19998	12442		7556		0.94 		# 2010-12-30 22:27:47 resultFile [INFO] 
	2.030000	20097	12526		7571		0.94 		# 2010-12-30 22:27:47 resultFile [INFO] 
	2.040000	20196	12611		7585		0.94 		# 2010-12-30 22:27:47 resultFile [INFO] 
	2.050000	20295	12696		7599		0.95 		# 2010-12-30 22:27:47 resultFile [INFO] 
	2.060000	20394	12781		7613		0.95 		# 2010-12-30 22:27:47 resultFile [INFO] 
	2.070000	20493	12866		7627		0.95 		# 2010-12-30 22:27:47 resultFile [INFO] 
	2.080000	20592	12951		7641		0.95 		# 2010-12-30 22:27:47 resultFile [INFO] 
	2.090000	20691	13035		7656		0.95 		# 2010-12-30 22:27:47 resultFile [INFO] 
	2.100000	20790	13120		7670		0.95 		# 2010-12-30 22:27:47 resultFile [INFO] 
	2.110000	20889	13205		7684		0.95 		# 2010-12-30 22:27:47 resultFile [INFO] 
	2.120000	20988	13290		7698		0.95 		# 2010-12-30 22:27:47 resultFile [INFO] 
	2.130000	21087	13374		7713		0.95 		# 2010-12-30 22:27:48 resultFile [INFO] 
	2.140000	21186	13459		7727		0.95 		# 2010-12-30 22:27:48 resultFile [INFO] 
	2.150000	21285	13544		7741		0.95 		# 2010-12-30 22:27:48 resultFile [INFO] 
	2.160000	21384	13628		7756		0.95 		# 2010-12-30 22:27:48 resultFile [INFO] 
	2.170000	21483	13712		7771		0.95 		# 2010-12-30 22:27:48 resultFile [INFO] 
	2.180000	21582	13796		7786		0.95 		# 2010-12-30 22:27:48 resultFile [INFO] 
	2.190000	21681	13880		7801		0.95 		# 2010-12-30 22:27:48 resultFile [INFO] 
	2.200000	21780	13964		7816		0.95 		# 2010-12-30 22:27:48 resultFile [INFO] 
	2.210000	21879	14048		7831		0.95 		# 2010-12-30 22:27:48 resultFile [INFO] 
	2.220000	21978	14132		7846		0.95 		# 2010-12-30 22:27:48 resultFile [INFO] 
	2.230000	22077	14216		7861		0.95 		# 2010-12-30 22:27:48 resultFile [INFO] 
	2.240000	22176	14300		7876		0.95 		# 2010-12-30 22:27:48 resultFile [INFO] 
	2.250000	22275	14384		7891		0.95 		# 2010-12-30 22:27:48 resultFile [INFO] 
	2.260000	22374	14468		7906		0.95 		# 2010-12-30 22:27:48 resultFile [INFO] 
	2.270000	22473	14552		7921		0.95 		# 2010-12-30 22:27:48 resultFile [INFO] 
	2.280000	22572	14636		7936		0.95 		# 2010-12-30 22:27:48 resultFile [INFO] 
	2.290000	22671	14720		7951		0.95 		# 2010-12-30 22:27:48 resultFile [INFO] 
	2.300000	22770	14804		7966		0.95 		# 2010-12-30 22:27:49 resultFile [INFO] 
	2.310000	22869	14888		7981		0.95 		# 2010-12-30 22:27:49 resultFile [INFO] 
	2.320000	22968	14972		7996		0.95 		# 2010-12-30 22:27:49 resultFile [INFO] 
	2.330000	23067	15056		8011		0.95 		# 2010-12-30 22:27:49 resultFile [INFO] 
	2.340000	23166	15140		8026		0.95 		# 2010-12-30 22:27:49 resultFile [INFO] 
	2.350000	23265	15224		8041		0.95 		# 2010-12-30 22:27:49 resultFile [INFO] 
	2.360000	23364	15308		8056		0.95 		# 2010-12-30 22:27:49 resultFile [INFO] 
	2.370000	23463	15392		8071		0.95 		# 2010-12-30 22:27:49 resultFile [INFO] 
	2.380000	23562	15476		8086		0.95 		# 2010-12-30 22:27:49 resultFile [INFO] 
	2.390000	23661	15560		8101		0.95 		# 2010-12-30 22:27:49 resultFile [INFO] 
	2.400000	23760	15644		8116		0.95 		# 2010-12-30 22:27:49 resultFile [INFO] 
	2.410000	23859	15728		8131		0.95 		# 2010-12-30 22:27:49 resultFile [INFO] 
	2.420000	23958	15812		8146		0.95 		# 2010-12-30 22:27:49 resultFile [INFO] 
	2.430000	24057	15896		8161		0.95 		# 2010-12-30 22:27:49 resultFile [INFO] 
	2.440000	24156	15980		8176		0.95 		# 2010-12-30 22:27:49 resultFile [INFO] 
	2.450000	24255	16064		8191		0.95 		# 2010-12-30 22:27:49 resultFile [INFO] 
	2.460000	24354	16148		8206		0.95 		# 2010-12-30 22:27:50 resultFile [INFO] 
	2.470000	24453	16232		8221		0.95 		# 2010-12-30 22:27:50 resultFile [INFO] 
	2.480000	24552	16316		8236		0.95 		# 2010-12-30 22:27:50 resultFile [INFO] 
	2.490000	24651	16400		8251		0.95 		# 2010-12-30 22:27:50 resultFile [INFO] 
	2.500000	24750	16484		8266		0.95 		# 2010-12-30 22:27:50 resultFile [INFO] 
	2.510000	24849	16568		8281		0.95 		# 2010-12-30 22:27:50 resultFile [INFO] 
	2.520000	24948	16652		8296		0.95 		# 2010-12-30 22:27:50 resultFile [INFO] 
	2.530000	25047	16736		8311		0.95 		# 2010-12-30 22:27:50 resultFile [INFO] 
	2.540000	25146	16820		8326		0.95 		# 2010-12-30 22:27:50 resultFile [INFO] 
	2.550000	25245	16904		8341		0.95 		# 2010-12-30 22:27:50 resultFile [INFO] 
	2.560000	25344	16988		8356		0.95 		# 2010-12-30 22:27:50 resultFile [INFO] 
	2.570000	25443	17072		8371		0.95 		# 2010-12-30 22:27:50 resultFile [INFO] 
	2.580000	25542	17156		8386		0.95 		# 2010-12-30 22:27:50 resultFile [INFO] 
	2.590000	25641	17240		8401		0.95 		# 2010-12-30 22:27:50 resultFile [INFO] 
	2.600000	25740	17324		8416		0.95 		# 2010-12-30 22:27:50 resultFile [INFO] 
	2.610000	25839	17408		8431		0.95 		# 2010-12-30 22:27:50 resultFile [INFO] 
	2.620000	25938	17492		8446		0.95 		# 2010-12-30 22:27:51 resultFile [INFO] 
	2.630000	26037	17576		8461		0.95 		# 2010-12-30 22:27:51 resultFile [INFO] 
	2.640000	26136	17660		8476		0.95 		# 2010-12-30 22:27:51 resultFile [INFO] 
	2.650000	26235	17744		8491		0.95 		# 2010-12-30 22:27:51 resultFile [INFO] 
	2.660000	26334	17828		8506		0.95 		# 2010-12-30 22:27:51 resultFile [INFO] 
	2.670000	26433	17912		8521		0.95 		# 2010-12-30 22:27:51 resultFile [INFO] 
	2.680000	26532	17996		8536		0.95 		# 2010-12-30 22:27:51 resultFile [INFO] 
	2.690000	26631	18080		8551		0.95 		# 2010-12-30 22:27:51 resultFile [INFO] 
	2.700000	26730	18164		8566		0.95 		# 2010-12-30 22:27:51 resultFile [INFO] 
	2.710000	26829	18248		8581		0.95 		# 2010-12-30 22:27:51 resultFile [INFO] 
	2.720000	26928	18332		8596		0.95 		# 2010-12-30 22:27:51 resultFile [INFO] 
	2.730000	27027	18416		8611		0.95 		# 2010-12-30 22:27:51 resultFile [INFO] 
	2.740000	27126	18500		8626		0.95 		# 2010-12-30 22:27:51 resultFile [INFO] 
	2.750000	27225	18584		8641		0.95 		# 2010-12-30 22:27:51 resultFile [INFO] 
	2.760000	27324	18668		8656		0.95 		# 2010-12-30 22:27:51 resultFile [INFO] 
	2.770000	27423	18752		8671		0.95 		# 2010-12-30 22:27:51 resultFile [INFO] 
	2.780000	27522	18836		8686		0.95 		# 2010-12-30 22:27:51 resultFile [INFO] 
	2.790000	27621	18920		8701		0.95 		# 2010-12-30 22:27:52 resultFile [INFO] 
	2.800000	27720	19004		8716		0.95 		# 2010-12-30 22:27:52 resultFile [INFO] 
	2.810000	27819	19088		8731		0.95 		# 2010-12-30 22:27:52 resultFile [INFO] 
	2.820000	27918	19172		8746		0.95 		# 2010-12-30 22:27:52 resultFile [INFO] 
	2.830000	28017	19256		8761		0.95 		# 2010-12-30 22:27:52 resultFile [INFO] 
	2.840000	28116	19340		8776		0.95 		# 2010-12-30 22:27:52 resultFile [INFO] 
	2.850000	28215	19424		8791		0.95 		# 2010-12-30 22:27:52 resultFile [INFO] 
	2.860000	28314	19508		8806		0.95 		# 2010-12-30 22:27:52 resultFile [INFO] 
	2.870000	28413	19592		8821		0.95 		# 2010-12-30 22:27:52 resultFile [INFO] 
	2.880000	28512	19676		8836		0.95 		# 2010-12-30 22:27:52 resultFile [INFO] 
	2.890000	28611	19761		8850		0.95 		# 2010-12-30 22:27:52 resultFile [INFO] 
	2.900000	28710	19847		8863		0.95 		# 2010-12-30 22:27:52 resultFile [INFO] 
	2.910000	28809	19934		8875		0.96 		# 2010-12-30 22:27:52 resultFile [INFO] 
	2.920000	28908	20022		8886		0.96 		# 2010-12-30 22:27:52 resultFile [INFO] 
	2.930000	29007	20111		8896		0.96 		# 2010-12-30 22:27:52 resultFile [INFO] 
	2.940000	29106	20201		8905		0.97 		# 2010-12-30 22:27:52 resultFile [INFO] 
	2.950000	29205	20292		8913		0.97 		# 2010-12-30 22:27:52 resultFile [INFO] 
	2.960000	29304	20384		8920		0.97 		# 2010-12-30 22:27:53 resultFile [INFO] 
	2.970000	29403	20477		8926		0.98 		# 2010-12-30 22:27:53 resultFile [INFO] 
	2.980000	29502	20571		8931		0.98 		# 2010-12-30 22:27:53 resultFile [INFO] 
	2.990000	29601	20666		8935		0.98 		# 2010-12-30 22:27:53 resultFile [INFO] 
